Article,Point,Content
Art. 29,3,"Uchwały Sejmu, w sprawach wymienionych w ust. 1 i 2, Marszałek Sejmu, w wypadkach określonych ustawą, przesyła niezwłocznie Marszałkowi Senatu w celu wyrażenia zgody przez Senat."
Art. 29a 23),1,"Sejm wybiera członków Krajowej Rady Sądownictwa spośród sędziów Sądu Najwyższego, sądów powszechnych, sądów administracyjnych i sądów wojskowych na zasadach i w trybie określonych w ustawie z dnia 12 maja 2011 r. o Krajowej Radzie Sądownictwa (Dz. U. z 2019 r. poz. 84, 609, 730 i 914)."
Art. 29a 23),2,"Komisja Sprawiedliwości i Praw Człowieka wykonuje zadania, o których mowa w art. 11d ust. 4 ustawy, o której mowa w ust. 1."
Art. 30,1,"Wnioski w sprawie wyboru lub powołania przez Sejm poszczególnych osób na stanowiska państwowe określone w art. 26 i 29 mogą zgłaszać Marszałek Sejmu albo co najmniej 35 posłów, z tym że na stanowisko sędziego Trybunału Konstytucyjnego - Prezydium Sejmu albo co najmniej 50 posłów, a na stanowisko Rzecznika Praw Dziecka - Marszałek Sejmu, Marszałek Senatu, grupa co najmniej 35 posłów lub co najmniej 15 senatorów. Art. 4 ust. 2 zdanie drugie stosuje się odpowiednio."
Art. 30,2,"Do wniosku dołącza się uzasadnienie, dane o kandydacie i jego zgodę na kandydowanie."
Art. 30,3,Wnioski składa się Marszałkowi Sejmu w terminie:
Art. 30,1,"30 dni przed upływem kadencji,"
Art. 30,2,"21 dni od dnia odwołania lub stwierdzenia wygaśnięcia mandatu,"
Art. 30,3,"ustalonym przez Marszałka Sejmu w pierwszym dniu pierwszego posiedzenia Sejmu - w stosunku do kandydatów na zastępców przewodniczącego i członków Trybunału Stanu,"
Art. 30,4,"ustalonym przez Marszałka Sejmu w przypadku wyboru organu po raz pierwszy, jeżeli ustawa nie określiła terminów zgłaszania kandydatów, a także kolejnych wyborów, jeżeli upływ kadencji nie wynika z aktów ogłoszonych w Dzienniku Urzędowym Rzeczypospolitej Polskiej ""Monitor Polski"","
Art. 30,5,24) przez Marszałka Sejmu w przypadku zaistnienia innych niż określone w pkt 1-4 okoliczności powodujących konieczność dokonania wyboru.
Art. 30,4,"Poddanie pod głosowanie wniosków w sprawie wyboru lub powołania przez Sejm poszczególnych osób na stanowiska państwowe określone w art. 26, 27-29 nie może odbyć się wcześniej niż siódmego dnia od dnia doręczenia posłom druku zawierającego kandydatury, chyba że Sejm postanowi inaczej."
Art. 30,5,"Wnioski w sprawie wyboru lub powołania przez Sejm poszczególnych osób na stanowiska państwowe określone w art. 26, 27-29 albo odwołania z tych stanowisk Marszałek Sejmu kieruje do właściwej komisji sejmowej w celu zaopiniowania. Inna zainteresowana komisja może delegować swoich przedstawicieli na posiedzenie komisji właściwej."
Art. 30,6,"Opinię w sprawie wniosku, o którym mowa w ust. 1, komisja przedstawia na piśmie Marszałkowi Sejmu."
Art. 30,7,Marszałek Sejmu zarządza doręczenie posłom druku zawierającego opinię komisji.
Art. 30,8,"Rozpatrzenie przez Sejm wniosku, o którym mowa w ust. 1, może się odbyć nie wcześniej niż następnego dnia po dniu doręczenia posłom druku zawierającego opinię komisji."
Art. 30,9,Sejm w szczególnych wypadkach może skrócić postępowanie przez przystąpienie do rozpatrzenia wniosku:
Art. 30,1,"bez przesyłania go do właściwej komisji,"
Art. 30,2,w terminie krótszym niż określony w ust. 8.
Art. 31,1,Wybór albo powołanie poszczególnych osób na stanowiska państwowe określone w art. 26-29 następuje bezwzględną większością głosów.
Art. 31,1,26) Powołanie i odwołanie Prezesa Instytutu Pamięci Narodowej - Komisji Ścigania Zbrodni przeciwko Narodowi Polskiemu oraz członka Kolegium Instytutu Pamięci Narodowej - Komisji Ścigania Zbrodni przeciwko Narodowi Polskiemu następuje większością głosów.
Art. 31,2,"W przypadku zgłoszenia więcej niż jednego kandydata na dane stanowisko, a w razie wyboru osób, o których mowa w art. 26 ust. 2 - większej liczby kandydatów niż wynosi liczba stanowisk, których wybór dotyczy, stosuje się odpowiednio przepisy art. 4 ust. 4 i 5."
Art. 31,3,"Uchwałę o wyborze, powołaniu albo odwołaniu ogłasza się w Dzienniku Urzędowym Rzeczypospolitej Polskiej ""Monitor Polski""."
Art. 31a 27),1,28) Sejm powołuje i odwołuje członków Komisji do spraw reprywatyzacji nieruchomości warszawskich.
Art. 31a 27),2,"Wnioski w sprawie powołania lub odwołania przez Sejm członków komisji, o której mowa w ust. 1, mogą zgłaszać Marszałek Sejmu albo co najmniej 15 posłów."
Art. 31a 27),3,"Do powołania lub odwołania przez Sejm członków komisji, o której mowa w ust. 1, przepisy art. 4 ust. 2 zdanie drugie, art. 30 ust. 2, ust. 3 pkt 2, 4 i 5 i ust. 4-9 oraz art. 31 ust. 1, 2 i 3 stosuje się odpowiednio."
Art. 32,1,"Inicjatywa ustawodawcza przysługuje posłom, Senatowi, Prezydentowi i Radzie Ministrów, a także grupie co najmniej 100 000 obywateli mających prawo wybierania do Sejmu."
Art. 32,2,Poselskie projekty ustaw mogą być wnoszone przez komisje sejmowe lub co najmniej 15 posłów podpisujących projekt.
Art. 33,,"Projekt uchwały Sejmu może być, z zastrzeżeniem art. 148ca ust. 1, art. 148cb ust. 1, art. 148cc ust. 1, art. 148cd ust. 1, art. 148ce ust. 1 i art. 203, wniesiony przez Prezydium Sejmu, komisję sejmową lub co najmniej 15 posłów podpisujących projekt."
Art. 33a,1,29) Projekt uchwały w sprawie ustanowienia danego roku rokiem osoby albo wydarzenia może być wniesiony do dnia 30 kwietnia poprzedniego roku.
Art. 33a,2,"Projekt, o którym mowa w ust. 1, Marszałek Sejmu kieruje do pierwszego czytania do Komisji Kultury i Środków Przekazu."
Art. 33a,3,"30) Komisja Kultury i Środków Przekazu do dnia 31 maja przedstawia Sejmowi sprawozdania o projektach, o których mowa w ust. 1. Komisja może wnioskować o przyjęcie najwyżej pięciu projektów, o których mowa w ust. 1."
Art. 33a,4,"31) W szczególnie uzasadnionych przypadkach Marszałek Sejmu, po zasięgnięciu opinii Prezydium Sejmu, może:"
Art. 33a,1,"wydłużyć terminy, o których mowa w ust. 1 i 3;"
Art. 33a,2,"wyrazić zgodę na wystąpienie przez Komisję Kultury i Środków Przekazu z wnioskiem o przyjęcie dodatkowych, nie więcej niż dwóch, projektów, o których mowa w ust. 1."
Art. 34,1,Projekty ustaw i uchwał składa się w formie pisemnej na ręce Marszałka Sejmu; wnosząc projekt wnioskodawca wskazuje swego przedstawiciela upoważnionego do reprezentowania go w pracach nad tym projektem.
Art. 34,2,"Do projektu ustawy dołącza się uzasadnienie, które powinno:"
Art. 34,1,"wyjaśniać potrzebę i cel wydania ustawy,"
Art. 34,2,"przedstawiać rzeczywisty stan w dziedzinie, która ma być unormowana,"
Art. 34,3,"wykazywać różnicę pomiędzy dotychczasowym a projektowanym stanem prawnym,"
Art. 34,4,"przedstawiać przewidywane skutki społeczne, gospodarcze, finansowe i prawne,"
Art. 34,5,"wskazywać źródła finansowania, jeżeli projekt ustawy pociąga za sobą obciążenie budżetu państwa lub budżetów jednostek samorządu terytorialnego,"
Art. 34,6,"przedstawiać założenia projektów podstawowych aktów wykonawczych,"
Art. 34,7,"zawierać oświadczenie o zgodności projektu ustawy z prawem Unii Europejskiej albo oświadczenie, że przedmiot projektowanej regulacji nie jest objęty prawem Unii Europejskiej."
Art. 34,2," 32) W uzasadnieniu projektu ustawy, który dotyczy majątkowych praw i obowiązków przedsiębiorców lub praw i obowiązków przedsiębiorców wobec organów administracji publicznej, jako odrębną część uzasadnienia, przedstawia się ocenę przewidywanego wpływu projektu ustawy na działalność mikroprzedsiębiorców oraz małych i średnich przedsiębiorców."
Art. 34,3,"Uzasadnienie powinno przedstawiać również wyniki przeprowadzanych konsultacji oraz informować o przedstawionych wariantach i opiniach, w szczególności jeżeli obowiązek zasięgania takich opinii wynika z przepisów ustawy. W wypadku komisyjnych i poselskich projektów ustaw, w stosunku do których nie przeprowadzono konsultacji, Marszałek Sejmu przed skierowaniem do pierwszego czytania kieruje projekt do konsultacji w trybie i na zasadach określonych w odrębnych ustawach."
Art. 34,4,Do uzasadnienia wniesionego przez Radę Ministrów projektu ustawy dołącza się projekty podstawowych aktów wykonawczych.
Art. 34,4," Do uzasadnienia projektu ustawy wykonującej prawo Unii Europejskiej, o której mowa w art. 95a, wniesionego przez Radę Ministrów, dołącza się projekty aktów wykonawczych, których obowiązek wydania przewiduje projekt ustawy, a także tabelę zgodności projektowanych przepisów z przepisami prawa Unii Europejskiej."
Art. 34,4," Rada Ministrów przesyła wraz z wniesionym przez siebie projektem ustawy zgłoszenia podmiotów, które zgłosiły zainteresowanie pracami nad projektem ustawy w trybie ustawy z dnia 7 lipca 2005 r. o działalności lobbingowej w procesie stanowienia prawa (Dz. U. z 2017 r. poz. 248), dołączając jednocześnie informację o kolejności wniesienia tych zgłoszeń."
Art. 34,4," Do projektu uchwały w sprawie wyrażenia sprzeciwu wobec inicjatywy Rady Europejskiej w sprawie decyzji upoważniającej Radę do zmiany sposobu głosowania, o której mowa w art. 48 ust. 7 Traktatu o Unii Europejskiej, dołącza się uzasadnienie."
Art. 34,4," Do projektu uchwały w sprawie wyrażenia sprzeciwu wobec wniosku Komisji Europejskiej w sprawie środków dotyczących prawa rodzinnego mających skutki transgraniczne, o których mowa w art. 81 ust. 3 Traktatu o funkcjonowaniu Unii Europejskiej, dołącza się uzasadnienie."
Art. 34,4," Do projektu uchwały w sprawie uznania projektu aktu ustawodawczego Unii Europejskiej za niezgodny z zasadą pomocniczości, o której mowa w art. 5 ust. 3 Traktatu o Unii Europejskiej, dołącza się projekt uzasadnionej opinii zawierającej powody, dla których Sejm uznaje, że projekt aktu ustawodawczego Unii Europejskiej nie jest zgodny z zasadą pomocniczości."
Art. 34,4," Do projektu uchwały w sprawie wniesienia do Trybunału Sprawiedliwości Unii Europejskiej skargi w sprawie naruszenia przez akt ustawodawczy Unii Europejskiej zasady pomocniczości, o której mowa w art. 5 ust. 3 Traktatu o Unii Europejskiej, dołącza się uzasadnienie oraz projekt skargi."
Art. 34,4," Do projektu uchwały w sprawie cofnięcia skargi w sprawie naruszenia przez akt ustawodawczy Unii Europejskiej zasady pomocniczości, o której mowa w art. 5 ust. 3 Traktatu o Unii Europejskiej, dołącza się uzasadnienie."
Art. 34,5,(uchylony).
Art. 34,6,"Marszałek Sejmu może zażądać dołączenia uzasadnienia do projektu uchwały, jeżeli nakłada ona na określone podmioty obowiązki."
Art. 34,7,"33) Marszałek Sejmu może zwrócić wnioskodawcy projekt ustawy lub uchwały, jeżeli uzasadnienie dołączone do projektu nie odpowiada wymogom określonym w ust. 2-3."
Art. 34,7," Marszałek Sejmu może zwrócić wnioskodawcy projekt uchwały, jeżeli projekt nie odpowiada wymogom określonym w ust. 4c-4g."
Art. 34,8,"Projekty, co do których istnieje wątpliwość, czy nie są sprzeczne z prawem, w tym z prawem Unii Europejskiej lub podstawowymi zasadami techniki prawodawczej, Marszałek Sejmu, po zasięgnięciu opinii Prezydium Sejmu, może skierować celem wyrażenia opinii do Komisji Ustawodawczej. Komisja może większością 3/5 głosów w obecności co najmniej połowy członków Komisji zaopiniować projekt jako niedopuszczalny. Projektowi zaopiniowanemu jako niedopuszczalny Marszałek Sejmu może nie nadać dalszego biegu."
Art. 34,9,"Marszałek Sejmu po otrzymaniu projektu ustawy, z wyjątkiem projektów wnoszonych przez Prezydenta oraz Radę Ministrów, przed skierowaniem projektu do pierwszego czytania zarządza sporządzenie przez ekspertów Kancelarii Sejmu opinii w sprawie zgodności wniesionego projektu z prawem Unii Europejskiej."
Art. 34,10,(uchylony).
Art. 35,1,"Marszałek Sejmu zarządza drukowanie projektów ustaw, uchwał, kalendarza prac w Sejmie, o którym mowa w art. 148b ust. 2, a także opinii Komisji do Spraw Unii Europejskiej, z zastrzeżeniem ust. 1a, oraz doręczenie ich posłom."
Art. 35,1, Na wniosek Komisji do Spraw Unii Europejskiej Marszałek Sejmu zarządza drukowanie jej opinii uchwalonych na posiedzeniu zamkniętym.
Art. 35,2,"Marszałek Sejmu przesyła wniesione projekty ustaw i uchwał Prezydentowi, Marszałkowi Senatu i Prezesowi Rady Ministrów."
Art. 36,1,"Rozpatrywanie projektów ustaw odbywa się w trzech czytaniach, a uchwał - w dwóch czytaniach."
Art. 36,1," Wnioskodawca, do czasu rozpoczęcia pierwszego czytania, może wnieść autopoprawkę do przedłożonego projektu. Tekst autopoprawki jest wprowadzany do przedłożonego projektu bez konieczności jej głosowania."
Art. 36,1, Do autopoprawki stosuje się odpowiednio przepisy art. 34.
Art. 36,1, Autopoprawki nie można wnieść do projektu ustawy wniesionego na podstawie art. 118 ust. 2 Konstytucji.
Art. 36,2,Wnioskodawca do czasu zakończenia drugiego czytania może wycofać wniesiony przez siebie projekt.
Art. 36,3,"Projekt poselski uważa się również za wycofany, jeżeli do czasu zakończenia drugiego czytania, na skutek cofnięcia poparcia, projekt popiera mniej niż 15 posłów spośród tych, którzy podpisali projekt przed jego wniesieniem."
Art. 36,4,Do czasu zakończenia drugiego czytania wnioskodawca może wnosić poprawki do zgłoszonego przez siebie projektu.
Art. 36,6,"Rozpatrywanie ustaw (uchwał), których przyjęcie może powodować zmiany w funkcjonowaniu samorządu terytorialnego, obejmuje zasięganie opinii organizacji samorządowych, tworzących stronę samorządową Komisji Wspólnej Rządu i Samorządu Terytorialnego."
Art. 36,7,"Organizacje samorządowe, o których mowa w ust. 6, mają prawo, w ciągu 14 dni od otrzymania projektu ustawy (uchwały), do przedstawienia opinii."
Art. 36,8,"Opinie przekazywane w terminie, o którym mowa w ust. 7, dostarcza się odpowiednio członkom komisji sejmowych bądź wszystkim posłom."
Art. 36,9,Przedstawiciele samorządów mają prawo do zaprezentowania opinii na posiedzeniu komisji sejmowych.
Art. 37,1,Pierwsze czytanie przeprowadza się na posiedzeniu Sejmu lub komisji.
Art. 37,2,"Pierwsze czytanie na posiedzeniu Sejmu przeprowadza się w odniesieniu do projektów ustaw: o zmianie Konstytucji, budżetowych, podatkowych, dotyczących wyboru Prezydenta, Sejmu i Senatu oraz organów samorządu terytorialnego, regulujących ustrój i właściwość władz publicznych, a także kodeksów."
Art. 37,3,"Marszałek Sejmu może skierować do pierwszego czytania na posiedzeniu Sejmu również inne niż określone w ust. 2 projekty ustaw, a także projekty uchwał Sejmu, jeżeli przemawiają za tym ważne względy."
Art. 37,4,"Pierwsze czytanie może się odbyć nie wcześniej niż siódmego dnia od doręczenia posłom druku projektu, chyba że Sejm lub komisja postanowią inaczej."
Art. 38,,"O posiedzeniu komisji, na którym odbywać się ma pierwsze czytanie, zawiadamia się wszystkich posłów; każdy poseł może wziąć udział w tym posiedzeniu albo pisemnie zgłosić uwagi lub propozycje poprawek."
Art. 39,1,"Pierwsze czytanie projektu ustawy (uchwały) obejmuje uzasadnienie projektu przez wnioskodawcę, debatę w sprawie ogólnych zasad projektu oraz pytania posłów i odpowiedzi wnioskodawcy."
Art. 39,1," 34) Jeżeli pierwsze czytanie projektu jest przeprowadzane na posiedzeniu Sejmu, Prezydium Sejmu może określić limit pytań, o których mowa w ust. 1, przysługujących posłom wchodzącym w skład poszczególnych klubów i kół oraz posłom niezrzeszonym. Przy określaniu limitu pytań Prezydium Sejmu bierze pod uwagę liczebność klubu lub koła."
Art. 39,2,"Pierwsze czytanie na posiedzeniu Sejmu kończy się skierowaniem projektu do komisji, chyba że Sejm w związku ze zgłoszonym wnioskiem odrzuci projekt w całości."
Art. 39,3,"Sejm, kierując projekt do komisji, może wyznaczyć im również termin przedstawienia sprawozdania."
Art. 40,1,Projekty ustaw (uchwał) kieruje się do właściwych komisji.
Art. 40,2,"Komisje, do których skierowany został do rozpatrzenia projekt, obradują nad nim wspólnie; komisje te mogą zwrócić się do innych komisji sejmowych o wyrażenie opinii o projekcie lub jego części."
Art. 40,3,"Komisje, na wniosek prezydiów, ustalają tok prac nad projektem."
Art. 40,4,W przypadku skierowanych do komisji projektów połączonych tematycznie i rozpatrywanych w tym samym postępowaniu komisja może podjąć uchwałę o ich wspólnym rozpatrzeniu; komisja sporządza wspólne sprawozdanie o tych projektach.
Art. 41,1,Do szczegółowego rozpatrzenia projektu komisje mogą powołać podkomisję.
Art. 41,1, W skład podkomisji wchodzi co najmniej 5 posłów.
Art. 41,2,Podkomisja przedstawia komisjom sprawozdanie o rozpatrzonym projekcie.
Art. 42,1,Przy rozpatrywaniu projektów ustaw (uchwał) komisje i podkomisja biorą pod uwagę opinie przedstawione przez inne komisje sejmowe i posłów; komisje i podkomisja mogą wysłuchiwać także opinii zaproszonych ekspertów.
Art. 42,2,W posiedzeniach komisji i podkomisji jest obowiązany uczestniczyć upoważniony przedstawiciel wnioskodawcy.
Art. 42,2, Poprawki po ich ustnym zgłoszeniu na posiedzeniu komisji lub podkomisji przedstawia się na piśmie przewodniczącemu komisji lub podkomisji. Poprawki powinny zawierać wynikające z nich konsekwencje dla tekstu projektu.
Art. 42,3,"Komisje mogą przekazać sprawę redakcyjnego opracowania przyjętych poprawek prezydiom lub powołanemu w tym celu zespołowi poselskiemu, które przedstawiają komisji do zatwierdzenia wyniki swych prac."
